First Name,Last Name,Make,Model,Reg Number,Phone Number,Email Address,Colour,Deposit,,,Sale Price,Balance to Finance,Total Amount Payable ,Baloon Payment,Monthly Payment,,Rate,Start Date,Payments Made,Settlement,Length of Agreement,Interest Rebate,Settlement,Valuation,Equity,Revalue in ,Mot mileage ,Mot Mileage 2,Mot Mileage 3,Mileage at start of agreement,Estimated mileage 
Jessica,Davis,Toyota,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Williams,Kia,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Miller,BMW,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Davis,Honda,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Johnson,Audi,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Martinez,Ford,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Davis,Hyundai,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Martinez,Chevrolet,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Johnson,Toyota,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Garcia,Hyundai,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Martinez,Nissan,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Brown,Honda,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Davis,Nissan,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Miller,Honda,Elantra,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Garcia,Toyota,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Smith,BMW,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Anderson,Mercedes,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Miller,BMW,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Brown,Kia,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Anderson,Ford,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Davis,Toyota,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Martinez,Chevrolet,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Johnson,Nissan,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Brown,Chevrolet,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Miller,Hyundai,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Davis,Ford,Elantra,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Garcia,Mercedes,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Brown,Toyota,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Anderson,Nissan,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Williams,Kia,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Johnson,Hyundai,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Williams,BMW,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Davis,Ford,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Davis,BMW,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Davis,Audi,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Johnson,Hyundai,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Johnson,Kia,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Williams,Audi,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Garcia,Toyota,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Williams,Ford,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Garcia,BMW,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Jones,Chevrolet,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Johnson,Chevrolet,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Williams,Toyota,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Davis,Kia,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Brown,BMW,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Williams,Honda,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Garcia,Kia,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Williams,Chevrolet,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Johnson,Chevrolet,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Anderson,Honda,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Jones,BMW,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Smith,BMW,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Brown,Toyota,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Miller,Mercedes,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Johnson,Chevrolet,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Miller,Toyota,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Miller,Nissan,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Martinez,Honda,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Miller,Toyota,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Jones,Toyota,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Anderson,BMW,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Brown,BMW,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Brown,Mercedes,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Miller,Hyundai,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Brown,Mercedes,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Brown,Ford,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Davis,Ford,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Smith,BMW,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Smith,Audi,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Smith,Audi,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Davis,Toyota,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Brown,Chevrolet,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Martinez,BMW,Elantra,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Martinez,Honda,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Miller,Ford,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Brown,Audi,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Smith,Kia,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Williams,Audi,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Brown,Chevrolet,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Smith,Ford,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Johnson,Audi,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Smith,Kia,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Miller,Audi,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Garcia,Honda,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Garcia,Toyota,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Martinez,Nissan,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Garcia,Audi,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Johnson,Mercedes,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Williams,Audi,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Johnson,Kia,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Martinez,Nissan,Elantra,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Smith,BMW,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Brown,Toyota,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Martinez,Ford,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Miller,Hyundai,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Anderson,Honda,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Anderson,Honda,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Davis,Honda,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Johnson,Ford,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Williams,Nissan,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Garcia,Honda,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Martinez,Mercedes,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Anderson,Kia,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Miller,Toyota,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Jones,Kia,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Brown,Honda,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Jones,Hyundai,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Garcia,Audi,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Williams,Kia,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Williams,Ford,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Jones,Toyota,Elantra,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Garcia,Honda,Elantra,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Garcia,Mercedes,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Williams,Ford,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Brown,Nissan,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Brown,Ford,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Williams,Audi,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Smith,Mercedes,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Brown,Honda,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Jones,Honda,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Williams,BMW,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Jones,Hyundai,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Miller,Mercedes,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Jones,Toyota,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Davis,Nissan,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Miller,Chevrolet,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Smith,Honda,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Davis,Ford,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Martinez,Nissan,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Williams,Nissan,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Brown,BMW,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Miller,BMW,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Miller,BMW,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Anderson,Nissan,Elantra,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Williams,Honda,Elantra,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Davis,Mercedes,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Miller,Ford,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Anderson,Mercedes,Elantra,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Martinez,Audi,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Jones,Toyota,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Brown,BMW,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Jones,BMW,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Brown,Kia,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Jones,Nissan,Elantra,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Anderson,Chevrolet,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Davis,Nissan,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Davis,Nissan,Elantra,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Garcia,Audi,Elantra,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Anderson,Nissan,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Martinez,Toyota,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Martinez,Kia,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Brown,Ford,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Jones,BMW,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Davis,Chevrolet,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Johnson,BMW,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Smith,BMW,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Williams,Nissan,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Garcia,Ford,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Smith,Toyota,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Williams,Kia,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Miller,Toyota,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Smith,Audi,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Smith,Nissan,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Garcia,Kia,Elantra,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Johnson,Ford,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Johnson,Toyota,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Miller,Honda,Elantra,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Garcia,BMW,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Jones,Chevrolet,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Brown,BMW,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Johnson,Audi,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Smith,BMW,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Martinez,Nissan,Elantra,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Williams,BMW,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Smith,Toyota,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Smith,Hyundai,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Williams,Toyota,Elantra,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Anderson,Mercedes,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Martinez,Audi,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Johnson,Nissan,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Davis,Audi,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Anderson,Nissan,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Williams,Honda,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Miller,Kia,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Anderson,Nissan,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Davis,Nissan,Elantra,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Miller,Hyundai,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Miller,Honda,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Jones,Hyundai,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
